" Datos Básicos  - Tractores Industriales"
"Datos de: INDICADOR=TRACTORES INDUSTRIALES"
"FAMILIA INDICADOR",,"VEHÍCULOS",
"INDICADOR",,"TRACTORES INDUSTRIALES",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"24003 ALIJA DEL INFANTADO",           4,
,"24004 ALMANZA",           2,
,"24005 ANTIGUA (LA)",           6,
,"24006 ARDON",           1,
,"24008 ASTORGA",          69,
,"24010 BAÑEZA (LA)",         114,
,"24011 BARJAS",           1,
,"24014 BEMBIBRE",          52,
,"24015 BENAVIDES",          22,
,"24016 BENUZA",           4,
,"24017 BERCIANOS DEL PARAMO",          11,
,"24018 BERCIANOS DEL REAL CAMINO",           8,
,"24019 BERLANGA DEL BIERZO",           1,
,"24020 BOCA DE HUERGANO",           1,
,"24021 BOÑAR",           5,
,"24022 BORRENES",           2,
,"24023 BRAZUELO",           5,
,"24024 BURGO RANERO (EL)",           2,
,"24025 BURON",           2,
,"24026 BUSTILLO DEL PARAMO",          12,
,"24027 CABAÑAS RARAS",          37,
,"24028 CABREROS DEL RIO",           6,
,"24030 CACABELOS",          16,
,"24033 CAMPO DE VILLAVIDEL",           2,
,"24034 CAMPONARAYA",          18,
,"24038 CARRACEDELO",          22,
,"24039 CARRIZO",          16,
,"24040 CARROCERA",           3,
,"24041 CARUCEDO",          18,
,"24042 CASTILFALE",           2,
,"24047 CASTROCONTRIGO",           1,
,"24049 CASTROPODAME",           2,
,"24053 CEBRONES DEL RIO",          14,
,"24054 CIMANES DE LA VEGA",          23,
,"24055 CIMANES DEL TEJAR",           5,
,"24056 CISTIERNA",          30,
,"24057 CONGOSTO",           7,
,"24058 CORBILLOS DE LOS OTEROS",           3,
,"24060 CREMENES",           2,
,"24061 CUADROS",          10,
,"24062 CUBILLAS DE LOS OTEROS",           2,
,"24063 CUBILLAS DE RUEDA",           1,
,"24064 CUBILLOS DEL SIL",          43,
,"24065 CHOZAS DE ABAJO",          41,
,"24066 DESTRIANA",           3,
,"24067 ENCINEDO",           2,
,"24068 ERCINA (LA)",           1,
,"24069 ESCOBAR DE CAMPOS",           1,
,"24070 FABERO",          21,
,"24071 FOLGOSO DE LA RIBERA",          19,
,"24073 FRESNO DE LA VEGA",           6,
,"24074 FUENTES DE CARBAJAL",           1,
,"24076 GARRAFE DE TORIO",           2,
,"24077 GORDALIZA DEL PINO",           3,
,"24078 GORDONCILLO",           5,
,"24079 GRADEFES",           2,
,"24082 HOSPITAL DE ORBIGO",           1,
,"24083 IGÜEÑA",           1,
,"24084 IZAGRE",           1,
,"24086 JOARILLA DE LAS MATAS",           1,
,"24087 LAGUNA DALGA",          11,
,"24088 LAGUNA DE NEGRILLOS",           5,
,"24089 LEON",         367,
,"24090 LUCILLO",           1,
,"24092 LLAMAS DE LA RIBERA",           3,
,"24093 MAGAZ DE CEPEDA",           3,
,"24094 MANSILLA DE LAS MULAS",          13,
,"24095 MANSILLA MAYOR",           1,
,"24097 MATADEON DE LOS OTEROS",          13,
,"24098 MATALLANA DE TORIO",           3,
,"24099 MATANZA",           2,
,"24100 MOLINASECA",          17,
,"24102 NOCEDA DEL BIERZO",           2,
,"24104 OMAÑAS (LAS)",           4,
,"24105 ONZONILLA",         128,
,"24107 PAJARES DE LOS OTEROS",           1,
,"24108 PALACIOS DE LA VALDUERNA",           5,
,"24110 PARAMO DEL SIL",           4,
,"24113 POBLADURA DE PELAYO GARCIA",           4,
,"24114 POLA DE GORDON (LA)",          43,
,"24115 PONFERRADA",         365,
,"24116 POSADA DE VALDEON",           1,
,"24119 PRIARANZA DEL BIERZO",           2,
,"24120 PRIORO",           1,
,"24121 PUEBLA DE LILLO",           1,
,"24122 PUENTE DE DOMINGO FLOREZ",           4,
,"24123 QUINTANA DEL CASTILLO",           1,
,"24124 QUINTANA DEL MARCO",           7,
,"24125 QUINTANA Y CONGOSTO",          16,
,"24130 RIAÑO",           4,
,"24131 RIEGO DE LA VEGA",           6,
,"24132 RIELLO",           1,
,"24133 RIOSECO DE TAPIA",           2,
,"24134 ROBLA (LA)",          42,
,"24136 ROPERUELOS DEL PARAMO",           4,
,"24137 SABERO",           1,
,"24139 SAHAGUN",          16,
,"24142 SAN ANDRES DEL RABANEDO",          99,
,"24143 SANCEDO",          13,
,"24144 SAN CRISTOBAL DE LA POLANTERA",           1,
,"24145 SAN EMILIANO",           6,
,"24146 SAN ESTEBAN DE NOGALES",           2,
,"24148 SAN JUSTO DE LA VEGA",          19,
,"24149 SAN MILLAN DE LOS CABALLEROS",          17,
,"24150 SAN PEDRO BERCIANOS",           3,
,"24151 SANTA COLOMBA DE CURUEÑO",           5,
,"24153 SANTA CRISTINA DE VALMADRIGAL",           2,
,"24154 SANTA ELENA DE JAMUZ",           1,
,"24155 SANTA MARIA DE LA ISLA",           5,
,"24156 SANTA MARIA DEL MONTE DE CEA",           1,
,"24157 SANTA MARIA DEL PARAMO",          52,
,"24158 SANTA MARIA DE ORDAS",           1,
,"24159 SANTA MARINA DEL REY",          15,
,"24160 SANTAS MARTAS",          28,
,"24161 SANTIAGO MILLAS",           1,
,"24162 SANTOVENIA DE LA VALDONCINA",         166,
,"24163 SARIEGOS",          26,
,"24166 SOTO DE LA VEGA",          20,
,"24167 SOTO Y AMIO",           8,
,"24168 TORAL DE LOS GUZMANES",           2,
,"24169 TORENO",          15,
,"24170 TORRE DEL BIERZO",          14,
,"24172 TRUCHAS",           1,
,"24173 TURCIA",          22,
,"24174 URDIALES DEL PARAMO",           4,
,"24175 VALDEFRESNO",          32,
,"24176 VALDEFUENTES DEL PARAMO",           3,
,"24177 VALDELUGUEROS",           1,
,"24179 VALDEPIELAGO",           1,
,"24180 VALDEPOLO",           9,
,"24181 VALDERAS",           6,
,"24182 VALDERREY",           1,
,"24183 VALDERRUEDA",           4,
,"24184 VALDESAMARIO",           1,
,"24185 VAL DE SAN LORENZO",           1,
,"24187 VALDEVIMBRE",          14,
,"24188 VALENCIA DE DON JUAN",          80,
,"24189 VALVERDE DE LA VIRGEN",          62,
,"24190 VALVERDE-ENRIQUE",           5,
,"24191 VALLECILLO",           9,
,"24193 VECILLA (LA)",           1,
,"24196 VEGA DE ESPINAREDA",           4,
,"24197 VEGA DE INFANZONES",           1,
,"24198 VEGA DE VALCARCE",           1,
,"24199 VEGAQUEMADA",           1,
,"24201 VEGAS DEL CONDADO",           1,
,"24202 VILLABLINO",          26,
,"24205 VILLADANGOS DEL PARAMO",          34,
,"24206 TORAL DE LOS VADOS",          40,
,"24209 VILLAFRANCA DEL BIERZO",           8,
,"24210 VILLAGATON",           3,
,"24211 VILLAMANDOS",           5,
,"24212 VILLAMAÑAN",          15,
,"24214 VILLAMEJIL",           8,
,"24215 VILLAMOL",           1,
,"24216 VILLAMONTAN DE LA VALDUERNA",          17,
,"24217 VILLAMORATIEL DE LAS MATAS",           2,
,"24218 VILLANUEVA DE LAS MANZANAS",           4,
,"24219 VILLAOBISPO DE OTERO",           2,
,"24221 VILLAQUEJIDA",          17,
,"24222 VILLAQUILAMBRE",          56,
,"24223 VILLAREJO DE ORBIGO",          25,
,"24224 VILLARES DE ORBIGO",           4,
,"24225 VILLASABARIEGO",           8,
,"24226 VILLASELAN",           1,
,"24227 VILLATURIEL",          33,
,"24228 VILLAZALA",          10,
,"24229 VILLAZANZO DE VALDERADUEY",           5,
,"24230 ZOTES DEL PARAMO",           4,
,"24901 VILLAMANIN",           4,
,"24902 VILLAORNATE Y CASTRO",           2,
,"34001 ABARCA DE CAMPOS",           5,
,"34003 ABIA DE LAS TORRES",           1,
,"34004 AGUILAR DE CAMPOO",          44,
,"34005 ALAR DEL REY",          15,
,"34010 AMPUDIA",           5,
,"34015 ARCONADA",           1,
,"34018 AUTILLA DEL PINO",           3,
,"34019 AUTILLO DE CAMPOS",           3,
,"34020 AYUELA",           2,
,"34022 BALTANAS",           9,
,"34023 VENTA DE BAÑOS",          49,
,"34025 BARCENA DE CAMPOS",           1,
,"34027 BARRUELO DE SANTULLAN",           2,
,"34028 BASCONES DE OJEDA",           5,
,"34029 BECERRIL DE CAMPOS",           4,
,"34031 BELMONTE DE CAMPOS",           1,
,"34035 BOADILLA DE RIOSECO",           3,
,"34037 BUENAVISTA DE VALDAVIA",           6,
,"34038 BUSTILLO DE LA VEGA",           6,
,"34041 CALAHORRA DE BOEDO",           2,
,"34042 CALZADA DE LOS MOLINOS",           4,
,"34047 CARRION DE LOS CONDES",          13,
,"34048 CASTIL DE VELA",           2,
,"34050 CASTRILLO DE DON JUAN",           1,
,"34051 CASTRILLO DE ONIELO",           1,
,"34052 CASTRILLO DE VILLAVEGA",           3,
,"34053 CASTROMOCHO",           1,
,"34055 CERVATOS DE LA CUEZA",           1,
,"34056 CERVERA DE PISUERGA",          12,
,"34057 CEVICO DE LA TORRE",          22,
,"34058 CEVICO NAVERO",          15,
,"34059 CISNEROS",           4,
,"34060 COBOS DE CERRATO",           3,
,"34062 CONGOSTO DE VALDAVIA",           4,
,"34063 CORDOVILLA LA REAL",          11,
,"34067 DEHESA DE MONTEJO",           1,
,"34068 DEHESA DE ROMANOS",           1,
,"34069 DUEÑAS",          57,
,"34070 ESPINOSA DE CERRATO",           1,
,"34073 FRESNO DEL RIO",           1,
,"34074 FROMISTA",          11,
,"34076 FUENTES DE NAVA",          18,
,"34077 FUENTES DE VALDEPERO",           4,
,"34079 GRIJOTA",          25,
,"34080 GUARDO",          58,
,"34082 HERMEDES DE CERRATO",           2,
,"34083 HERRERA DE PISUERGA",          16,
,"34084 HERRERA DE VALDECAÑAS",           2,
,"34088 HUSILLOS",           3,
,"34092 LANTADILLA",          12,
,"34098 MAGAZ DE PISUERGA",         112,
,"34099 MANQUILLOS",           2,
,"34100 MANTINOS",           1,
,"34101 MARCILLA DE CAMPOS",           1,
,"34102 MAZARIEGOS",           1,
,"34103 MAZUECOS DE VALDEGINATE",           1,
,"34104 MELGAR DE YUSO",           1,
,"34106 MENESES DE CAMPOS",           1,
,"34108 MONZON DE CAMPOS",           1,
,"34110 MUDA",           1,
,"34114 OLMOS DE OJEDA",           1,
,"34120 PALENCIA",         387,
,"34121 PALENZUELA",           4,
,"34123 PAREDES DE NAVA",          16,
,"34126 PEDROSA DE LA VEGA",           8,
,"34127 PERALES",           3,
,"34130 PIÑA DE CAMPOS",           4,
,"34132 POBLACION DE CAMPOS",           3,
,"34135 POMAR DE VALDIVIA",           5,
,"34139 PRADANOS DE OJEDA",           4,
,"34141 QUINTANA DEL PUENTE",           1,
,"34143 QUINTANILLA DE ONSOÑA",           1,
,"34147 RENEDO DE LA VEGA",           2,
,"34154 REVILLA DE COLLAZOS",           1,
,"34155 RIBAS DE CAMPOS",           1,
,"34157 SALDAÑA",          66,
,"34159 SAN CEBRIAN DE CAMPOS",           2,
,"34167 SANTA CECILIA DEL ALCOR",          14,
,"34169 SANTERVAS DE LA VEGA",           2,
,"34170 SANTIBAÑEZ DE ECLA",           1,
,"34171 SANTIBAÑEZ DE LA PEÑA",          11,
,"34175 SERNA (LA)",           1,
,"34176 SOTOBAÑADO Y PRIORATO",           2,
,"34180 TAMARA DE CAMPOS",           1,
,"34182 TORQUEMADA",           6,
,"34192 VALDE-UCIEZA",           1,
,"34196 VALLE DE CERRATO",           1,
,"34199 VELILLA DEL RIO CARRION",           5,
,"34201 VERTAVILLO",           2,
,"34205 VILLACONANCIO",           6,
,"34206 VILLADA",           7,
,"34208 VILLAELES DE VALDAVIA",           3,
,"34211 VILLAHERREROS",           9,
,"34214 VILLALBA DE GUARDO",           1,
,"34215 VILLALCAZAR DE SIRGA",           2,
,"34216 VILLALCON",           1,
,"34217 VILLALOBON",          25,
,"34218 VILLALUENGA DE LA VEGA",          10,
,"34221 VILLAMEDIANA",           1,
,"34222 VILLAMERIEL",           1,
,"34223 VILLAMORONTA",           3,
,"34225 VILLAMURIEL DE CERRATO",         175,
,"34228 VILLANUÑO DE VALDAVIA",           1,
,"34230 VILLARMENTERO DE CAMPOS",           1,
,"34231 VILLARRABE",           1,
,"34232 VILLARRAMIEL",          17,
,"34233 VILLASARRACINO",           1,
,"34234 VILLASILA DE VALDAVIA",           2,
,"34237 VILLAUMBRALES",          13,
,"34238 VILLAVIUDAS",           4,
,"34240 VILLERIAS DE CAMPOS",           1,
,"34242 VILLODRIGO",           1,
,"34243 VILLOLDO",           6,
,"34245 VILLOTA DEL PARAMO",           3,
,"34901 OSORNO LA MAYOR",          17,
,"34903 LOMA DE UCIEZA",           9,
,"34904 PERNIA (LA)",           1,
,"37002 AGALLAS",           2,
,"37006 ALAMEDILLA (LA)",           1,
,"37007 ALARAZ",           2,
,"37008 ALBA DE TORMES",          58,
,"37009 ALBA DE YELTES",           3,
,"37010 ALBERCA (LA)",           9,
,"37014 ALDEADAVILA DE LA RIBERA",           3,
,"37016 ALDEALENGUA",          11,
,"37017 ALDEANUEVA DE FIGUEROA",           3,
,"37020 ALDEARRUBIA",           1,
,"37021 ALDEASECA DE ALBA",           7,
,"37022 ALDEASECA DE LA FRONTERA",           1,
,"37023 ALDEATEJADA",          11,
,"37024 ALDEAVIEJA DE TORMES",           1,
,"37026 ALDEHUELA DE YELTES",           3,
,"37029 ANAYA DE ALBA",           1,
,"37031 ARABAYONA DE MOGICA",           4,
,"37032 ARAPILES",           8,
,"37038 BABILAFUENTE",           8,
,"37040 BARBADILLO",           1,
,"37044 BARRUECOPARDO",           6,
,"37046 BEJAR",          28,
,"37052 BOADA",           1,
,"37055 BOGAJO",           1,
,"37057 BOVEDA DEL RIO ALMAR",           3,
,"37060 BUENAVISTA",           1,
,"37063 CABEZA DE BEJAR (LA)",           1,
,"37067 CABRERIZOS",          19,
,"37068 CABRILLAS",           1,
,"37069 CALVARRASA DE ABAJO",          17,
,"37070 CALVARRASA DE ARRIBA",           2,
,"37072 CALZADA DE DON DIEGO",           2,
,"37073 CALZADA DE VALDUNCIEL",           3,
,"37074 CAMPILLO DE AZABA",           1,
,"37077 CAMPO DE PEÑARANDA (EL)",           1,
,"37080 CANTAGALLO",           3,
,"37081 CANTALAPIEDRA",           1,
,"37082 CANTALPINO",           8,
,"37083 CANTARACILLO",           4,
,"37085 CARBAJOSA DE LA SAGRADA",          96,
,"37087 CARRASCAL DE BARREGAS",          72,
,"37092 CASTELLANOS DE MORISCOS",          15,
,"37103 CESPEDOSA DE TORMES",           1,
,"37106 CIPEREZ",           5,
,"37107 CIUDAD RODRIGO",          55,
,"37110 CORDOVILLA",          19,
,"37114 CHAGARCIA MEDIANERO",           1,
,"37117 DOÑINOS DE SALAMANCA",           8,
,"37118 EJEME",           4,
,"37121 ENCINAS DE ABAJO",          32,
,"37128 ESPINO DE LA ORBADA",           1,
,"37129 FLORIDA DE LIEBANA",           1,
,"37133 FRESNEDOSO",           1,
,"37135 FUENTE DE SAN ESTEBAN (LA)",          10,
,"37136 FUENTEGUINALDO",           1,
,"37137 FUENTELIANTE",           1,
,"37139 FUENTES DE BEJAR",           1,
,"37140 FUENTES DE OÑORO",           4,
,"37142 GALINDO Y PERAHUY",           4,
,"37144 GALISANCHO",           1,
,"37145 GALLEGOS DE ARGAÑAN",           8,
,"37148 GARCIHERNANDEZ",           2,
,"37152 GOMECELLO",          12,
,"37155 GUIJO DE AVILA",           1,
,"37156 GUIJUELO",          87,
,"37162 HORCAJO MEDIANERO",           5,
,"37164 HUERTA",          29,
,"37166 ITUERO DE AZABA",           1,
,"37168 LAGUNILLA",           2,
,"37169 LARRODRIGO",           2,
,"37170 LEDESMA",           4,
,"37171 LEDRADA",           5,
,"37172 LINARES DE RIOFRIO",           6,
,"37173 LUMBRALES",          10,
,"37174 MACOTERA",           8,
,"37175 MACHACON",          22,
,"37177 MAILLO (EL)",           2,
,"37179 MANCERA DE ABAJO",           1,
,"37181 MARTIAGO",           5,
,"37182 MARTINAMOR",           1,
,"37184 MASUECO",           1,
,"37185 CASTELLANOS DE VILLIQUERA",           1,
,"37187 MATILLA DE LOS CAÑOS DEL RIO",           3,
,"37188 MAYA (LA)",           1,
,"37192 MIRANDA DE AZAN",           1,
,"37194 MOGARRAZ",           7,
,"37198 MONLERAS",           4,
,"37202 MONTERRUBIO DE ARMUÑA",           2,
,"37204 MORASVERDES",           1,
,"37207 MORISCOS",           3,
,"37209 MOZARBEZ",           9,
,"37216 NAVALES",           4,
,"37222 NEGRILLA DE PALENCIA",           1,
,"37228 PALACIOSRUBIOS",           2,
,"37229 PALENCIA DE NEGRILLA",           7,
,"37231 PARADA DE RUBIALES",           1,
,"37234 PAYO (EL)",           3,
,"37235 PEDRAZA DE ALBA",           2,
,"37236 PEDROSILLO DE ALBA",           5,
,"37237 PEDROSILLO DE LOS AIRES",           2,
,"37239 PEDROSO DE LA ARMUÑA (EL)",           6,
,"37240 PELABRAVO",           6,
,"37245 PEÑAPARDA",           5,
,"37246 PEÑARANDA DE BRACAMONTE",          62,
,"37247 PEÑARANDILLA",           2,
,"37251 PEROMINGO",           2,
,"37252 PINEDAS",           2,
,"37254 PITIEGUA",           4,
,"37255 PIZARRAL",           2,
,"37256 POVEDA DE LAS CINTAS",           6,
,"37258 PUEBLA DE AZABA",           2,
,"37261 PUENTE DEL CONGOSTO",           2,
,"37269 ROBLEDA",           1,
,"37271 ROLLAN",           2,
,"37274 SALAMANCA",         274,
,"37278 SAN CRISTOBAL DE LA CUESTA",           4,
,"37279 SANCTI-SPIRITUS",           3,
,"37283 SANDO",           1,
,"37287 SAN MIGUEL DE VALERO",           7,
,"37289 SAN MUÑOZ",           1,
,"37290 SAN PEDRO DEL VALLE",           1,
,"37294 SANTA MARTA DE TORMES",          43,
,"37296 SANTIAGO DE LA PUEBLA",           1,
,"37297 SANTIBAÑEZ DE BEJAR",           2,
,"37299 SANTIZ",           1,
,"37300 SANTOS (LOS)",           5,
,"37312 SORIHUELA",           9,
,"37314 TABERA DE ABAJO",           1,
,"37315 TALA (LA)",           1,
,"37316 TAMAMES",          12,
,"37317 TARAZONA DE GUAREÑA",           2,
,"37318 TARDAGUILA",           2,
,"37323 TOPAS",           1,
,"37324 TORDILLOS",          10,
,"37330 VALDECARROS",          17,
,"37333 VALDELACASA",           1,
,"37335 VALDELOSA",           1,
,"37337 VALDERRODRIGO",           1,
,"37339 VALERO",           2,
,"37344 VECINOS",           1,
,"37347 VELLES (LA)",          12,
,"37349 VIDOLA (LA)",           1,
,"37351 VILLAFLORES",           5,
,"37354 VILLAMAYOR",          14,
,"37356 VILLAR DE ARGAÑAN",           1,
,"37360 VILLAR DE PERALONSO",           6,
,"37362 VILLARES DE LA REINA",         101,
,"37364 VILLARINO DE LOS AIRES",           1,
,"37371 VILLASRUBIAS",           1,
,"37372 VILLAVERDE DE GUAREÑA",           1,
,"37373 VILLAVIEJA DE YELTES",           1,
,"37374 VILLORIA",           8,
,"37375 VILLORUELA",           2,
,"37376 VITIGUDINO",          11,
,"37377 YECLA DE YELTES",           1,
,"37379 ZAMAYON",           5,
,"37382 ZORITA DE LA FRONTERA",           6,
,"40001 ABADES",           4,
,"40003 ADRADOS",           4,
,"40004 AGUILAFUENTE",           5,
,"40008 ALDEALENGUA DE SANTA MARIA",           3,
,"40012 ALDEA REAL",           5,
,"40013 ALDEASOÑA",           2,
,"40017 ANAYA",           2,
,"40020 ARCONES",           3,
,"40024 AYLLON",          24,
,"40030 BERNARDOS",           1,
,"40031 BERNUY DE PORREROS",           4,
,"40032 BOCEGUILLAS",           4,
,"40036 CABEZUELA",           9,
,"40039 CAMPO DE SAN PEDRO",           4,
,"40040 CANTALEJO",          46,
,"40041 CANTIMPALOS",           4,
,"40043 CARBONERO EL MAYOR",          81,
,"40046 CASTILLEJO DE MESLEON",           4,
,"40048 CASTROJIMENO",           2,
,"40053 CEREZO DE ABAJO",           2,
,"40057 COCA",           6,
,"40063 CUELLAR",         143,
,"40065 CHAÑE",           7,
,"40069 DONHIERRO",           1,
,"40072 ENCINILLAS",           1,
,"40073 ESCALONA DEL PRADO",           1,
,"40074 ESCARABAJOSA DE CABEZAS",           1,
,"40075 ESCOBAR DE POLENDOS",          10,
,"40076 ESPINAR (EL)",          22,
,"40077 ESPIRDO",          12,
,"40078 FRESNEDA DE CUELLAR",          14,
,"40079 FRESNO DE CANTESPINO",           2,
,"40080 FRESNO DE LA FUENTE",           1,
,"40081 FRUMALES",          16,
,"40082 FUENTE DE SANTA CRUZ",           1,
,"40086 FUENTEPELAYO",          44,
,"40088 FUENTERREBOLLO",           6,
,"40089 FUENTESAUCO DE FUENTIDUEÑA",           2,
,"40091 FUENTESOTO",           3,
,"40094 GARCILLAN",           1,
,"40095 GOMEZSERRACIN",          14,
,"40097 GRAJERA",           2,
,"40101 HONTANARES DE ERESMA",           6,
,"40103 HUERTOS (LOS)",           6,
,"40104 ITUERO Y LAMA",           1,
,"40106 JUARROS DE VOLTOYA",           7,
,"40110 LASTRAS DE CUELLAR",           4,
,"40112 LASTRILLA (LA)",          39,
,"40113 LOSA (LA)",           1,
,"40119 MARTIN MIGUEL",           3,
,"40121 MARTIN MUÑOZ DE LAS POSADAS",          11,
,"40123 MATABUENA",           1,
,"40124 MATA DE CUELLAR",          13,
,"40125 MATILLA (LA)",           1,
,"40126 MELQUE DE CERCOS",           1,
,"40127 MEMBIBRE DE LA HOZ",           2,
,"40128 MIGUELAÑEZ",           3,
,"40130 MONTEJO DE LA VEGA DE LA SERREZUELA",           1,
,"40134 MOZONCILLO",          16,
,"40135 MUÑOPEDRO",           9,
,"40138 NAVA DE LA ASUNCION",          22,
,"40139 NAVAFRIA",           1,
,"40141 NAVALMANZANO",          32,
,"40143 NAVARES DE ENMEDIO",           2,
,"40144 NAVARES DE LAS CUEVAS",           1,
,"40145 NAVAS DE ORO",           5,
,"40146 NAVAS DE SAN ANTONIO",           1,
,"40148 NIEVA",           4,
,"40149 OLOMBRADA",          11,
,"40151 ORTIGOSA DE PESTAÑO",          10,
,"40152 OTERO DE HERREROS",           1,
